time_s,rppg,ppg
1762522896.455573,-0.613210,-0.016309
1762522896.488907,0.535241,0.178793
1762522896.522240,1.482107,0.283707
1762522896.555574,1.916496,0.278044
1762522896.588908,1.516252,0.166757
1762522896.622241,0.535156,-0.024140
1762522896.655575,-0.735225,-0.252871
1762522896.688909,-1.713715,-0.468031
1762522896.722242,-2.159221,-0.617065
1762522896.755576,-1.869963,-0.657750
