time_s,rppg,ppg
1762523368.726465,-0.772004,-0.410729
1762523368.759799,-1.058363,-0.347993
1762523368.793133,-0.980928,-0.195153
1762523368.826467,-0.556158,0.032860
1762523368.859800,0.167841,0.302705
1762523368.893134,0.979854,0.568329
1762523368.926467,1.683995,0.780596
1762523368.959801,2.013080,0.899030
1762523368.993135,1.935966,0.902620
1762523369.026468,1.452632,0.796154
1762523369.059802,0.775065,0.609466
1762523369.093136,-0.010440,0.389157
1762523369.126469,-0.568098,0.185008
1762523369.159803,-0.833355,0.035395
1762523369.193136,-0.703565,-0.043285
1762523369.226470,-0.380016,-0.059554
1762523369.259804,0.112215,-0.041390
1762523369.293137,0.507331,-0.024786
1762523369.326471,0.694234,-0.040701
1762523369.359805,0.502321,-0.104969
1762523369.393138,0.052450,-0.214097
1762523369.426472,-0.575079,-0.347346
1762523369.459805,-1.100925,-0.473358
1762523369.493139,-1.467169,-0.558867
1762523369.526473,-1.413681,-0.577422
1762523369.559806,-1.087757,-0.516852
1762523369.593140,-0.509224,-0.384342
1762523369.626474,-0.010577,-0.207672
1762523369.659807,0.398362,-0.031037
1762523369.693141,0.533954,0.095151
1762523369.726475,0.563336,0.128840
1762523369.759808,0.393379,0.050981
1762523369.793142,0.189903,-0.125381
1762523369.826475,-0.147098,-0.355929
1762523369.859809,-0.519926,-0.576489
1762523369.893143,-0.977424,-0.721275
1762523369.926476,-1.348517,-0.741366
1762523369.959810,-1.470459,-0.616865
1762523369.993144,-1.218607,-0.359242
1762523370.026477,-0.547475,-0.004721
1762523370.059811,0.437865,0.396951
1762523370.093144,1.475850,0.793254
1762523370.126478,2.269715,1.136058
1762523370.159812,2.585267,1.385291
1762523370.193145,2.415542,1.511376
1762523370.226479,1.911831,1.498594
1762523370.259813,1.332669,1.349390
1762523370.293146,0.827353,1.087224
1762523370.326480,0.515524,0.754680
1762523370.359813,0.342877,0.405122
1762523370.393147,0.177134,0.089505
1762523370.426481,-0.112093,-0.157193
1762523370.459814,-0.475111,-0.324598
1762523370.493148,-0.821835,-0.427166
1762523370.526482,-0.992503,-0.495981
1762523370.559815,-0.970377,-0.565542
1762523370.593149,-0.722630,-0.660686
1762523370.626482,-0.482741,-0.788160
1762523370.659816,-0.375408,-0.934991
1762523370.693150,-0.609143,-1.073088
1762523370.726484,-1.109908,-1.167643
1762523370.759817,-1.725881,-1.186355
1762523370.793151,-2.152968,-1.107086
1762523370.826484,-2.241854,-0.922700
1762523370.859818,-1.735909,-0.642878
1762523370.893152,-0.855489,-0.293194
1762523370.926485,0.292223,0.088213
1762523370.959819,1.236307,0.456080
1762523370.993153,1.872263,0.765123
1762523371.026486,1.963457,0.977953
1762523371.059820,1.669673,1.072333
1762523371.093153,1.109836,1.045925
1762523371.126487,0.623898,0.916812
1762523371.159821,0.292642,0.719142
1762523371.193154,0.229080,0.494823
1762523371.226488,0.271903,0.283594
1762523371.259822,0.375311,0.114468
1762523371.293155,0.358602,0.001023
1762523371.326489,0.270374,-0.058362
1762523371.359823,-0.002782,-0.076068
1762523371.393156,-0.143636,-0.068758
1762523371.426490,-0.228232,-0.051445
1762523371.459823,-0.087160,-0.034003
1762523371.493157,0.090400,-0.020684
1762523371.526491,0.329975,-0.011867
1762523371.559824,0.432179,-0.006534
1762523371.593158,0.419602,-0.004021
1762523371.626492,0.183314,-0.004466
1762523371.659825,-0.034339,-0.008214
1762523371.693159,-0.289535,-0.014850
1762523371.726492,-0.370305,-0.022462
1762523371.759826,-0.360160,-0.027488
1762523371.793160,-0.187582,-0.025314
1762523371.826493,-0.015940,-0.011639
1762523371.859827,0.156814,0.015627
1762523371.893161,0.086208,0.054535
1762523371.926494,0.015538,0.098108
1762523371.959828,-0.196403,0.134990
1762523371.993161,-0.206102,0.152087
1762523372.026495,-0.290805,0.138639
1762523372.059829,-0.106488,0.090197
1762523372.093162,0.009332,0.010731
1762523372.126496,0.177436,-0.088262
1762523372.159830,0.005938,-0.191386
1762523372.193163,-0.246086,-0.284197
1762523372.226497,-0.606473,-0.357065
1762523372.259830,-0.884789,-0.406374
1762523372.293164,-1.016622,-0.432879
1762523372.326498,-0.787090,-0.438711
1762523372.359831,-0.492400,-0.425100
1762523372.393165,0.038988,-0.392132
1762523372.426499,0.210938,-0.340255
1762523372.459832,0.350294,-0.271980
1762523372.493166,0.119295,-0.191988
1762523372.526500,0.007325,-0.105044
1762523372.559833,-0.213498,-0.013045
1762523372.593167,-0.032036,0.086250
1762523372.626500,0.206691,0.196895
1762523372.659834,0.670483,0.319253
1762523372.693168,1.005253,0.444348
1762523372.726501,1.219863,0.552009
1762523372.759835,1.214222,0.615221
1762523372.793169,1.224261,0.609830
1762523372.826502,0.938758,0.525565
1762523372.859836,0.734605,0.373057
1762523372.893170,0.355334,0.183153
1762523372.926503,0.072177,-0.001489
1762523372.959837,-0.444232,-0.138931
1762523372.993170,-0.734182,-0.199451
1762523373.026504,-0.986433,-0.171917
1762523373.059838,-0.860249,-0.063799
1762523373.093171,-0.588929,0.103518
1762523373.126505,-0.036221,0.301077
1762523373.159839,0.341356,0.497969
1762523373.193172,0.695200,0.665571
1762523373.226506,0.739057,0.781019
1762523373.259840,0.517010,0.830324
1762523373.293173,0.242946,0.810426
1762523373.326507,-0.044513,0.728695
1762523373.359840,-0.304920,0.598981
1762523373.393174,-0.391974,0.435259
1762523373.426508,-0.448772,0.245873
1762523373.459841,-0.427591,0.031805
1762523373.493175,-0.492034,-0.209633
1762523373.526509,-0.435526,-0.477685
1762523373.559842,-0.616071,-0.762015
1762523373.593176,-0.762606,-1.041564
1762523373.626509,-1.081284,-1.289083
1762523373.659843,-1.377230,-1.478093
1762523373.693177,-1.600343,-1.587514
1762523373.726510,-1.388149,-1.601642
1762523373.759844,-0.911719,-1.507870
1762523373.793178,0.081876,-1.507870
1762523373.826511,1.129746,-1.507870
1762523373.859845,2.089028,-1.507870
1762523373.893178,2.592444,-1.507870
1762523373.926512,1.096936,0.046733
1762523373.959846,1.398119,0.046733
1762523373.993179,1.390159,0.046733
1762523374.026513,1.167450,0.046733
1762523374.059847,0.799858,0.046733
1762523374.093180,0.378672,0.008960
1762523374.126514,0.039797,-0.045515
1762523374.159847,-0.127640,-0.110502
1762523374.193181,-0.188070,-0.180049
1762523374.226515,-0.122198,-0.252095
1762523374.259848,-0.070009,-0.329459
1762523374.293182,-0.013947,-0.417144
1762523374.326516,-0.174659,-0.517326
1762523374.359849,-0.379304,-0.624726
1762523374.393183,-0.780731,-0.724811
1762523374.426517,-1.121358,-0.795690
1762523374.459850,-1.403827,-0.812929
1762523374.493184,-1.451079,-0.755637
1762523374.526517,-1.278424,-0.612259
1762523374.559851,-0.814404,-0.384964
1762523374.593185,-0.270851,-0.091806
1762523374.626518,0.353605,0.234252
1762523374.659852,0.782721,0.550181
1762523374.693186,1.186076,0.811402
1762523374.726519,1.336174,0.982221
1762523374.759853,1.482921,1.045019
1762523374.793186,1.311434,1.004696
1762523374.826520,1.160797,0.886291
1762523374.859854,0.804066,0.726462
1762523374.893188,0.428622,0.562075
1762523374.926521,0.048074,0.420295
1762523374.959855,-0.131403,0.313616
1762523374.993188,-0.149116,0.240862
1762523375.026522,0.059258,0.192433
1762523375.059856,0.297114,0.156458
1762523375.093189,0.575001,0.122827
1762523375.126523,0.564779,0.084095
1762523375.159857,0.383095,0.034480
1762523375.193190,-0.001410,-0.030738
1762523375.226524,-0.375893,-0.113814
1762523375.259857,-0.608692,-0.211505
1762523375.293191,-0.687357,-0.312755
1762523375.326525,-0.535180,-0.399833
1762523375.359858,-0.412298,-0.453977
1762523375.393192,-0.304672,-0.463658
1762523375.426526,-0.399030,-0.431351
1762523375.459859,-0.537459,-0.374720
1762523375.493193,-0.655296,-0.320806
1762523375.526526,-0.567827,-0.295518
1762523375.559860,-0.339506,-0.313317
1762523375.593194,-0.103829,-0.371763
1762523375.626527,0.015191,-0.452915
1762523375.659861,-0.156459,-0.530067
1762523375.693195,-0.449803,-0.576057
1762523375.726528,-0.932878,-0.569652
1762523375.759862,-1.212233,-0.498580
1762523375.793195,-1.160669,-0.359982
1762523375.826529,-0.730498,-0.159924
1762523375.859863,-0.097892,0.086963
1762523375.893196,0.654949,0.357966
1762523375.926530,1.326732,0.624119
1762523375.959864,1.620351,0.854441
1762523375.993197,1.665002,1.022140
1762523376.026531,1.472423,1.110678
1762523376.059865,1.186547,1.117110
1762523376.093198,0.959047,1.051235
1762523376.126532,0.775255,0.931202
1762523376.159865,0.685062,0.777911
1762523376.193199,0.675463,0.610672
1762523376.226533,0.647638,0.445078
1762523376.259866,0.591284,0.292076
1762523376.293200,0.373402,0.156647
1762523376.326534,0.128543,0.035854
1762523376.359867,-0.224728,-0.081683
1762523376.393201,-0.486396,-0.212106
1762523376.426534,-0.674500,-0.367890
1762523376.459868,-0.567790,-0.548298
1762523376.493202,-0.447521,-0.735236
1762523376.526535,-0.348582,-0.899350
1762523376.559869,-0.570305,-1.014695
1762523376.593203,-1.084221,-1.072898
1762523376.626536,-1.771929,-1.085628
1762523376.659870,-2.086515,-1.071142
1762523376.693203,-1.967510,-1.033876
1762523376.726537,-1.189720,-0.954605
1762523376.759871,-0.115181,-0.801821
1762523376.793204,1.238392,-0.556687
1762523376.826538,-1.085822,-0.231885
1762523376.859872,-0.780576,0.130230
1762523376.893205,-0.187308,0.478256
1762523376.926539,0.519985,0.775383
1762523376.959872,1.271821,1.009058
1762523376.993206,1.802334,1.182190
1762523377.026540,2.090306,1.296902
1762523377.059874,1.959704,1.345797
1762523377.093207,1.639571,1.316092
1762523377.126541,1.122243,1.200715
1762523377.159874,0.730714,1.007344
1762523377.193208,0.339401,0.760065
1762523377.226542,0.246275,0.493405
1762523377.259875,0.083527,0.242031
1762523377.293209,0.068273,0.030585
1762523377.326543,-0.156754,-0.132516
1762523377.359876,-0.311444,-0.255208
1762523377.393210,-0.610613,-0.355894
1762523377.426543,-0.718494,-0.453799
1762523377.459877,-0.820568,-0.559383
1762523377.493211,-0.727564,-0.668901
1762523377.526544,-0.732834,-0.765671
1762523377.559878,-0.722987,-0.827705
1762523377.593212,-0.949443,-0.838219
1762523377.626545,-1.133099,-0.793874
1762523377.659879,-1.326824,-0.706516
1762523377.693213,-1.214410,-0.597414
1762523377.726546,-0.919645,-0.486977
1762523377.759880,-0.355005,-0.385456
1762523377.793213,0.095572,-0.289581
1762523377.826547,0.392673,-0.186775
1762523377.859881,0.254213,-0.064368
1762523377.893214,-0.008504,0.081460
1762523377.926548,-0.380097,0.241938
1762523377.959882,-0.392247,0.398873
1762523377.993215,-0.133740,0.532369
1762523378.026549,0.592931,0.628328
1762523378.059882,1.236449,0.681672
1762523378.093216,1.739935,0.694402
1762523378.126550,1.606409,0.671044
1762523378.159883,1.176054,0.615405
1762523378.193217,0.389096,0.531120
1762523378.226551,-0.175830,0.425226
1762523378.259884,-0.526317,0.311298
1762523378.293218,-0.335796,0.208489
1762523378.326551,0.011656,0.135433
1762523378.359885,0.506766,0.101660
1762523378.393219,0.671849,0.101459
1762523378.426552,0.674714,0.114391
1762523378.459886,0.346520,0.113175
1762523378.493220,0.078740,0.075491
1762523378.526553,-0.243512,-0.006176
1762523378.559887,-0.324674,-0.121575
1762523378.593220,-0.399902,-0.247963
1762523378.626554,-0.349836,-0.360638
1762523378.659888,-0.434922,-0.443255
1762523378.693221,-0.488809,-0.492929
1762523378.726555,-0.654568,-0.518159
1762523378.759889,-0.702756,-0.531451
1762523378.793222,-0.741070,-0.541044
1762523378.826556,-0.628496,-0.546113
1762523378.859890,-0.608665,-0.537451
1762523378.893223,-0.549136,-0.502507
1762523378.926557,-0.609974,-0.431509
1762523378.959890,-0.587318,-0.321407
1762523378.993224,-0.570344,-0.176154
1762523379.026558,-0.374122,-0.004248
1762523379.059891,-0.099369,0.184159
1762523379.093225,0.303112,0.378558
1762523379.126559,0.624949,0.567417
1762523379.159892,0.906768,0.736883
1762523379.193226,0.985974,0.870863
1762523379.226560,1.047735,0.953526
1762523379.259893,0.975723,0.973501
1762523379.293227,0.982326,0.927556
1762523379.326560,0.849902,0.821518
1762523379.359894,0.778205,0.667645
1762523379.393228,0.537868,0.479738
1762523379.426561,0.332288,0.268643
1762523379.459895,-0.022434,0.040567
1762523379.493229,-0.246196,-0.200969
1762523379.526562,-0.520629,-0.450733
1762523379.559896,-0.652527,-0.697446
1762523379.593230,-0.888983,-0.921971
1762523379.626563,-1.042015,-1.099275
1762523379.659897,-1.312152,-1.203604
1762523379.693230,-1.464713,-1.214910
1762523379.726564,-1.614677,-1.124147
1762523379.759898,-1.467591,-0.935734
1762523379.793231,-1.155116,-0.666661
1762523379.826565,-0.537056,-0.342956
1762523379.859899,0.085528,0.004993
1762523379.893232,0.771139,0.346775
1762523379.926566,1.198882,0.655102
1762523379.959899,1.461812,0.907750
1762523379.993233,1.365909,1.088789
1762523380.026567,1.254213,1.189441
1762523380.059900,1.041296,1.208517
1762523380.093234,0.998516,1.152053
1762523380.126568,0.890101,1.031797
1762523380.159901,0.961199,0.862611
1762523380.193235,0.831054,0.659511
1762523380.226568,0.717545,0.435455
1762523380.259902,0.275022,0.200658
1762523380.293236,-0.084898,-0.036527
1762523380.326569,-0.584604,-0.267983
1762523380.359903,-0.845204,-0.484686
1762523380.393237,-1.085023,-0.676999
1762523380.426570,-1.067464,-0.836368
1762523380.459904,-1.083920,-0.957295
1762523380.493237,-1.004154,-1.038032
1762523380.526571,-1.057462,-1.079150
1762523380.559905,-1.061803,-1.080446
1762523380.593238,-1.170416,-1.037922
1762523380.626572,-1.192640,-0.942829
1762523380.659906,-1.198275,-0.783994
1762523380.693239,-1.003203,-0.553018
1762523380.726573,-0.730476,-0.250403
1762523380.759907,-0.234386,0.110004
1762523380.793240,0.285824,0.500238
1762523380.826574,0.959618,0.881654
1762523380.859907,1.502301,1.211494
1762523380.893241,2.005445,1.450633
1762523380.926575,2.146049,1.570527
1762523380.959908,2.137539,1.558074
1762523380.993242,1.771396,1.417762
1762523381.026576,1.362035,1.170900
1762523381.059909,0.743734,0.851787
1762523381.093243,0.295006,0.500965
1762523381.126576,-0.188418,0.156604
1762523381.159910,-0.440632,-0.153853
1762523381.193244,-0.714596,-0.418923
1762523381.226578,-0.755416,-0.642905
1762523381.259911,-0.852449,-0.839753
1762523381.293245,-0.819677,-1.023042
1762523381.326578,-0.922633,-1.195993
1762523381.359912,-1.043364,-1.345842
1762523381.393246,-1.343821,-1.445049
1762523381.426579,-1.662645,-1.458943
1762523381.459913,-1.975001,-1.356745
1762523381.493247,-2.008327,-1.121878
1762523381.526580,-1.720201,-0.758265
1762523381.559914,-0.988654,-0.291385
1762523381.593247,0.006979,0.235182
1762523381.626581,1.115912,0.766053
1762523381.659915,2.014869,1.241762
1762523381.693248,2.600567,1.607214
1762523381.726582,2.667072,1.820442
1762523381.759916,2.416553,1.860581
1762523381.793249,1.875823,1.732849
1762523381.826583,1.374492,1.468006
1762523381.859916,0.780648,1.114881
1762523381.893250,0.415332,0.727243
1762523381.926584,0.008586,0.349245
1762523381.959917,-0.243688,0.005180
1762523381.993251,-0.562715,-0.302008
1762523382.026585,-0.703858,-0.582891
1762523382.059918,-0.878253,-0.848254
1762523382.093252,-0.950476,-1.096929
1762523382.126585,-1.191100,-1.310777
1762523382.159919,-1.420376,-1.459088
1762523382.193253,-1.829572,-1.509851
1762523382.226586,-2.102484,-1.442086
1762523382.259920,-2.202163,-1.253503
1762523382.293254,-1.845640,-0.960848
1762523382.326587,-1.152322,-0.594270
1762523382.359921,-0.134750,-0.189701
1762523382.393255,0.759705,0.216860
1762523382.426588,1.486237,0.591641
1762523382.459922,1.702596,0.903346
1762523382.493255,1.632934,1.124195
1762523382.526589,1.232932,1.233690
1762523382.559923,1.023393,1.224484
1762523382.593256,0.796859,1.107391
1762523382.626590,0.919634,0.911854
1762523382.659924,0.854736,0.679836
1762523382.693257,0.884406,0.454327
1762523382.726591,0.482578,0.266724
1762523382.759924,0.077634,0.128387
1762523382.793258,-0.477805,0.030043
1762523382.826592,-0.652132,-0.050851
1762523382.859925,-0.641134,-0.138221
1762523382.893259,-0.263903,-0.246304
1762523382.926593,0.053215,-0.373930
1762523382.959926,0.296680,-0.505784
1762523382.993260,-0.003310,-0.618837
1762523383.026593,-0.485382,-0.690171
1762523383.059927,-1.242026,-0.702665
1762523383.093261,-1.662496,-0.647137
1762523383.126595,-1.778713,-0.522008
1762523383.159928,-1.202970,-0.332791
1762523383.193262,-0.415208,-0.092969
1762523383.226595,0.553210,0.174216
1762523383.259929,1.181492,0.435307
1762523383.293262,1.558593,0.650059
1762523383.326596,1.291103,0.779498
1762523383.359930,0.984457,0.796498
1762523383.393264,0.432549,0.694616
1762523383.426597,0.207170,0.491052
1762523383.459931,-0.120338,0.222096
1762523383.493264,-0.140317,-0.067069
1762523383.526598,-0.375701,-0.333737
1762523383.559932,-0.521754,-0.545707
1762523383.593265,-0.860840,-0.683830
1762523383.626599,-0.999564,-0.740177
1762523383.659933,-1.218581,-0.714845
1762523383.693266,-1.088700,-0.614187
1762523383.726600,-0.875566,-0.451127
1762523383.759933,-0.416171,-0.245966
1762523383.793267,-0.000918,-0.025253
1762523383.826601,0.573688,0.182570
1762523383.859934,0.784111,0.353670
1762523383.893268,1.070553,0.474523
1762523383.926602,0.913052,0.543815
1762523383.959935,0.810102,0.569593
1762523383.993269,0.329160,0.563314
1762523384.026603,0.221046,0.534069
1762523384.059936,0.028450,0.485899
1762523384.093270,0.257685,0.419072
1762523384.126603,0.398972,0.333856
1762523384.159937,0.678679,0.234119
1762523384.193271,0.612127,0.128668
1762523384.226604,0.460961,0.029906
1762523384.259938,-0.159172,-0.049244
1762523384.293272,-0.465409,-0.098686
1762523384.326605,-0.930873,-0.113757
1762523384.359939,-0.764393,-0.096869
1762523384.393272,-0.555399,-0.058322
1762523384.426606,0.025072,-0.016092
1762523384.459940,0.458184,0.006303
1762523384.493273,0.723404,-0.015281
1762523384.526607,0.532390,-0.098239
1762523384.559941,0.228372,-0.245487
1762523384.593274,-0.452229,-0.440652
1762523384.626608,-0.988132,-0.649060
1762523384.659941,-1.525702,-0.825235
1762523384.693275,-1.679369,-0.924699
1762523384.726609,-1.739273,-0.915878
1762523384.759942,-1.311651,-0.787982
1762523384.793276,-0.899486,-0.552767
1762523384.826610,-0.197954,-0.240749
1762523384.859943,0.257274,0.105778
1762523384.893277,0.861417,0.440514
1762523384.926610,0.970577,0.720448
1762523384.959944,1.197680,0.912449
1762523384.993278,1.111571,0.998916
1762523385.026611,1.108446,0.981302
1762523385.059945,1.008806,0.879740
1762523385.093279,0.876928,0.727683
1762523385.126612,0.524087,0.562478
1762523385.159946,0.234522,0.415017
1762523385.193280,-0.148188,0.302568
1762523385.226613,-0.327316,0.227632
1762523385.259947,-0.364854,0.182423
1762523385.293280,-0.222073,0.155373
1762523385.326614,0.249640,0.135521
1762523385.359948,0.574963,0.113227
1762523385.393281,0.390767,0.078872
1762523385.426615,0.143162,0.022310
1762523385.459949,-0.115944,-0.065480
1762523385.493282,-0.378128,-0.189440
1762523385.526616,-0.591457,-0.348367
1762523385.559950,-0.742236,-0.534896
1762523385.593283,-0.817731,-0.736560
1762523385.626617,-0.883351,-0.936098
1762523385.659950,-0.973675,-1.110803
1762523385.693284,-1.125672,-1.232774
1762523385.726618,-1.375574,-1.272184
1762523385.759951,-1.616973,-1.203857
1762523385.793285,-1.738335,-1.014961
1762523385.826619,-1.569175,-0.710458
1762523385.859952,-1.060342,-0.313846
1762523385.893286,-0.172224,0.136979
1762523385.926620,0.851020,0.596737
1762523385.959953,1.807598,1.019908
1762523385.993287,2.412837,1.366154
1762523386.026620,2.582833,1.603778
1762523386.059954,2.346792,1.712222
1762523386.093288,1.882863,1.684553
1762523386.126621,1.379110,1.529689
1762523386.159955,1.004979,1.272743
1762523386.193289,0.842039,0.951559
1762523386.226622,0.761597,0.608912
1762523386.259956,0.560352,0.282175
1762523386.293289,0.249555,-0.005832
1762523386.326623,-0.203523,-0.250891
1762523386.359957,-0.644837,-0.464300
1762523386.393290,-1.010511,-0.663843
1762523386.426624,-1.098062,-0.862726
1762523386.459958,-1.073464,-1.061135
1762523386.493291,-0.969938,-1.243616
1762523386.526625,-1.028676,-1.382771
1762523386.559958,-1.221943,-1.447156
1762523386.593292,-1.603898,-1.410004
1762523386.626626,-1.906661,-1.255872
1762523386.659959,-1.989371,-0.984006
1762523386.693293,-1.618478,-0.608910
1762523386.726627,-0.832006,-0.159225
1762523386.759960,0.220974,0.324532
1762523386.793294,1.243265,0.793693
1762523386.826627,2.054670,1.197263
1762523386.859961,2.452368,1.489738
1762523386.893295,2.425643,1.639444
1762523386.926628,2.011316,1.634748
1762523386.959962,1.471363,1.485569
1762523386.993296,0.927532,1.219266
1762523387.026629,0.524491,0.872439
1762523387.059963,0.201510,0.482078
1762523387.093297,-0.010389,0.079690
1762523387.126630,-0.196942,-0.309679
1762523387.159964,-0.430562,-0.664385
1762523387.193297,-0.787341,-0.962191
1762523387.226631,-1.214115,-1.178834
1762523387.259965,-1.639830,-1.290914
1762523387.293298,-1.926231,-1.282160
1762523387.326632,-1.945739,-1.150051
1762523387.359966,-1.595430,-0.909522
1762523387.393299,-0.925623,-0.591860
1762523387.426633,-0.045878,-0.239093
1762523387.459966,0.781139,0.104050
1762523387.493300,1.367839,0.397975
1762523387.526634,1.571049,0.613994
1762523387.559968,1.395977,0.737449
1762523387.593301,0.963420,0.768494
1762523387.626635,0.486294,0.720890
1762523387.659968,0.215350,0.618836
1762523387.693302,0.149720,0.491854
1762523387.726636,0.217599,0.368271
1762523387.759969,0.366341,0.268700
1762523387.793303,0.471012,0.201547
1762523387.826637,0.422785,0.162389
1762523387.859970,0.206854,0.137718
1762523387.893304,0.005230,0.111654
1762523387.926637,-0.153361,0.072888
1762523387.959971,-0.172458,0.018955
1762523387.993305,-0.151625,-0.043840
1762523388.026638,-0.057017,-0.104509
1762523388.059972,-0.068201,-0.153165
1762523388.093306,-0.119589,-0.185494
1762523388.126639,-0.290336,-0.203814
1762523388.159973,-0.400689,-0.214536
1762523388.193306,-0.484802,-0.223637
1762523388.226640,-0.441201,-0.232624
1762523388.259974,-0.364697,-0.237081
1762523388.293307,-0.233409,-0.228599
1762523388.326641,-0.168920,-0.199285
1762523388.359975,-0.134574,-0.146829
1762523388.393308,-0.180493,-0.077806
1762523388.426642,-0.177366,-0.007614
1762523388.459975,-0.131730,0.043263
1762523388.493309,0.074609,0.055576
1762523388.526643,0.221934,0.018175
1762523388.559976,0.365690,-0.066920
1762523388.593310,0.299311,-0.183033
1762523388.626644,0.109960,-0.301543
1762523388.659977,-0.349850,-0.388093
1762523388.693311,-0.772004,-0.410729
1762523388.726645,-1.058363,-0.347993
1762523388.759978,-0.980928,-0.195153
1762523388.793312,-0.556158,0.032860
1762523388.826645,0.167841,0.302705
1762523388.859979,0.979854,0.568329
1762523388.893313,1.683995,0.780596
1762523388.926646,2.013080,0.899030
1762523388.959980,1.935966,0.902620
1762523388.993314,1.452632,0.796154
1762523389.026647,0.775065,0.609466
1762523389.059981,-0.010440,0.389157
1762523389.093314,-0.568098,0.185008
1762523389.126648,-0.833355,0.035395
1762523389.159982,-0.703565,-0.043285
1762523389.193315,-0.380016,-0.059554
1762523389.226649,0.112215,-0.041390
1762523389.259983,0.507331,-0.024786
1762523389.293316,0.694234,-0.040701
1762523389.326650,0.502321,-0.104969
1762523389.359983,0.052450,-0.214097
1762523389.393317,-0.575079,-0.347346
1762523389.426651,-1.100925,-0.473358
1762523389.459985,-1.467169,-0.558867
1762523389.493318,-1.413681,-0.577422
1762523389.526652,-1.087757,-0.516852
1762523389.559985,-0.509224,-0.384342
1762523389.593319,-0.010577,-0.207672
1762523389.626652,0.398362,-0.031037
1762523389.659986,0.533954,0.095151
1762523389.693320,0.563336,0.128840
1762523389.726654,0.393379,0.050981
1762523389.759987,0.189903,-0.125381
1762523389.793321,-0.147098,-0.355929
1762523389.826654,-0.519926,-0.576489
1762523389.859988,-0.977424,-0.721275
1762523389.893322,-1.348517,-0.741366
1762523389.926655,-1.470459,-0.616865
1762523389.959989,-1.218607,-0.359242
1762523389.993323,-0.547475,-0.004721
1762523390.026656,0.437865,0.396951
1762523390.059990,1.475850,0.793254
1762523390.093323,2.269715,1.136058
1762523390.126657,2.585267,1.385291
1762523390.159991,2.415542,1.511376
1762523390.193324,1.911831,1.498594
1762523390.226658,1.332669,1.349390
1762523390.259992,0.827353,1.087224
1762523390.293325,0.515524,0.754680
1762523390.326659,0.342877,0.405122
1762523390.359993,0.177134,0.089505
1762523390.393326,-0.112093,-0.157193
1762523390.426660,-0.475111,-0.324598
1762523390.459993,-0.821835,-0.427166
1762523390.493327,-0.992503,-0.495981
1762523390.526661,-0.970377,-0.565542
1762523390.559994,-0.722630,-0.660686
1762523390.593328,-0.482741,-0.788160
1762523390.626662,-0.375408,-0.934991
1762523390.659995,-0.609143,-1.073088
1762523390.693329,-1.109908,-1.167643
1762523390.726662,-1.725881,-1.186355
1762523390.759996,-2.152968,-1.107086
1762523390.793330,-2.241854,-0.922700
1762523390.826663,-1.735909,-0.642878
1762523390.859997,-0.855489,-0.293194
1762523390.893331,0.292223,0.088213
1762523390.926664,1.236307,0.456080
1762523390.959998,1.872263,0.765123
1762523390.993331,1.963457,0.977953
1762523391.026665,1.669673,1.072333
1762523391.059999,1.109836,1.045925
1762523391.093332,0.623898,0.916812
1762523391.126666,0.292642,0.719142
1762523391.160000,0.229080,0.494823
1762523391.193333,0.271903,0.283594
1762523391.226667,0.375311,0.114468
1762523391.260000,0.358602,0.001023
1762523391.293334,0.270374,-0.058362
1762523391.326668,-0.002782,-0.076068
1762523391.360001,-0.143636,-0.068758
1762523391.393335,-0.228232,-0.051445
1762523391.426669,-0.087160,-0.034003
1762523391.460002,0.090400,-0.020684
1762523391.493336,0.329975,-0.011867
1762523391.526670,0.432179,-0.006534
1762523391.560003,0.419602,-0.004021
1762523391.593337,0.183314,-0.004466
1762523391.626671,-0.034339,-0.008214
1762523391.660004,-0.289535,-0.014850
1762523391.693338,-0.370305,-0.022462
1762523391.726671,-0.360160,-0.027488
1762523391.760005,-0.187582,-0.025314
1762523391.793339,-0.015940,-0.011639
1762523391.826672,0.156814,0.015627
1762523391.860006,0.086208,0.054535
1762523391.893340,0.015538,0.098108
1762523391.926673,-0.196403,0.134990
1762523391.960007,-0.206102,0.152087
1762523391.993340,-0.290805,0.138639
1762523392.026674,-0.106488,0.090197
1762523392.060008,0.009332,0.010731
1762523392.093341,0.177436,-0.088262
1762523392.126675,0.005938,-0.191386
1762523392.160009,-0.246086,-0.284197
1762523392.193342,-0.606473,-0.357065
1762523392.226676,-0.884789,-0.406374
1762523392.260010,-1.016622,-0.432879
1762523392.293343,-0.787090,-0.438711
1762523392.326677,-0.492400,-0.425100
1762523392.360010,0.038988,-0.392132
1762523392.393344,0.210938,-0.340255
1762523392.426678,0.350294,-0.271980
1762523392.460011,0.119295,-0.191988
1762523392.493345,0.007325,-0.105044
1762523392.526679,-0.213498,-0.013045
1762523392.560012,-0.032036,0.086250
1762523392.593346,0.206691,0.196895
1762523392.626679,0.670483,0.319253
1762523392.660013,1.005253,0.444348
1762523392.693347,1.219863,0.552009
1762523392.726680,1.214222,0.615221
1762523392.760014,1.224261,0.609830
1762523392.793348,0.938758,0.525565
1762523392.826681,0.734605,0.373057
1762523392.860015,0.355334,0.183153
1762523392.893348,0.072177,-0.001489
1762523392.926682,-0.444232,-0.138931
1762523392.960016,-0.734182,-0.199451
1762523392.993349,-0.986433,-0.171917
1762523393.026683,-0.860249,-0.063799
1762523393.060017,-0.588929,0.103518
1762523393.093350,-0.036221,0.301077
1762523393.126684,0.341356,0.497969
